YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,9,4,5,B6,124,N945JB,LAX,JFK,830,829,-1,16,845,333,318,296,2475,1641,6,1703,1647,-16,0,0,,,,,,
2015,5,6,3,WN,2436,N8634A,SFO,MDW,600,708,68,11,719,255,247,227,1855,1306,9,1215,1315,60,0,0,,60,0,0,0,0
2015,5,12,2,US,2164,,LGA,DCA,1700,,,,,83,,,214,,,1823,,,0,1,A,,,,,
2015,9,3,4,DL,1302,N964DL,SDF,ATL,1232,1226,-6,14,1240,94,80,58,321,1338,8,1406,1346,-20,0,0,,,,,,
2015,5,31,7,EV,2628,N907EV,DFW,OKC,1335,1332,-3,14,1346,60,51,31,175,1417,6,1435,1423,-12,0,0,,,,,,
2015,3,29,7,EV,4459,N12563,CVG,EWR,1548,1543,-5,11,1554,113,107,89,569,1723,7,1741,1730,-11,0,0,,,,,,
2015,5,4,1,WN,639,N8316H,BNA,BWI,1555,1555,0,12,1607,105,101,85,587,1832,4,1840,1836,-4,0,0,,,,,,
2015,3,27,5,DL,1290,N955DL,ATL,DTW,2150,2245,55,16,2301,118,111,85,594,26,10,2348,36,48,0,0,,0,0,26,22,0
2015,5,16,6,US,847,N108UW,PIT,PHL,715,710,-5,13,723,86,64,47,268,810,4,841,814,-27,0,0,,,,,,
2015,12,31,4,DL,1217,N924AT,ATL,BNA,2212,2208,-4,13,2221,66,55,38,214,2159,4,2218,2203,-15,0,0,,,,,,
2015,5,15,5,WN,344,N488WN,DEN,LAS,1905,1912,7,16,1928,110,109,89,628,1957,4,1955,2001,6,0,0,,,,,,
2015,4,9,4,DL,827,N834DN,FLL,ATL,645,644,-1,9,653,114,96,82,581,815,5,839,820,-19,0,0,,,,,,
2015,1,14,3,US,736,N572UW,PHX,SFO,2115,2108,-7,17,2125,128,115,92,651,2157,6,2223,2203,-20,0,0,,,,,,
2015,3,5,4,NK,146,N616NK,ATL,DFW,1732,1832,60,12,1844,147,148,124,731,1948,12,1859,2000,61,0,0,,50,0,11,0,0
2015,9,16,3,EV,4493,N16987,IAH,MCI,1535,1534,-1,19,1553,123,123,95,643,1728,9,1738,1737,-1,0,0,,,,,,
2015,11,8,7,DL,1550,N987AT,ATL,GPT,1622,1638,16,15,1653,85,79,61,352,1654,3,1647,1657,10,0,0,,,,,,
2015,1,30,5,WN,4972,N394SW,SLC,PHX,1440,1549,69,8,1557,95,105,90,507,1727,7,1615,1734,79,0,0,,10,0,0,42,27
2015,8,23,7,DL,2418,N910AT,CHS,JFK,1730,1730,0,17,1747,130,123,84,636,1911,22,1940,1933,-7,0,0,,,,,,
2015,9,27,7,OO,3469,N219AG,OMA,SEA,1515,1623,68,18,1641,216,224,197,1368,1758,9,1651,1807,76,0,0,,8,0,0,68,0
2015,7,6,1,AS,658,N309AS,SEA,DFW,650,646,-4,15,701,225,226,204,1660,1225,7,1235,1232,-3,0,0,,,,,,
2015,2,12,4,EV,5565,N839AS,OAJ,ATL,1759,1752,-7,10,1802,94,90,73,399,1915,7,1933,1922,-11,0,0,,,,,,
2015,5,11,1,EV,4674,N14186,IAH,CVG,1337,1406,29,15,1421,149,128,108,871,1709,5,1706,1714,8,0,0,,,,,,
2015,9,16,3,HA,357,N489HA,OGG,HNL,1936,1925,-11,8,1933,35,37,24,100,1957,5,2011,2002,-9,0,0,,,,,,
2015,4,15,3,DL,1369,N967AT,DTW,MCI,1525,1611,46,12,1623,119,108,90,629,1653,6,1624,1659,35,0,0,,0,0,35,0,0
2015,5,19,2,B6,2580,N267JB,EWR,BOS,1735,1811,36,43,1854,82,89,42,200,1936,4,1857,1940,43,0,0,,9,0,0,34,0
2015,4,5,7,AS,590,N527AS,PDX,PSP,1135,1126,-9,8,1134,138,136,124,873,1338,4,1353,1342,-11,0,0,,,,,,
2015,3,26,4,WN,3237,N687SW,SFO,SAN,1910,1906,-4,11,1917,85,83,69,447,2026,3,2035,2029,-6,0,0,,,,,,
2015,4,16,4,EV,4435,N13132,IAH,LBB,845,839,-6,13,852,95,87,68,458,1000,6,1020,1006,-14,0,0,,,,,,
2015,11,30,1,OO,2985,N869AS,PHX,FAT,2059,2058,-1,15,2113,107,103,81,493,2134,7,2146,2141,-5,0,0,,,,,,
2015,3,26,4,AA,116,N389AA,OGG,DFW,1855,1859,4,38,1937,424,474,428,3711,745,8,659,753,54,0,0,,54,0,0,0,0
2015,12,15,2,AA,394,N3MEAA,ORD,LGA,625,621,-4,12,633,124,110,94,733,907,4,929,911,-18,0,0,,,,,,
2015,6,20,6,WN,1933,N230WN,SNA,LAS,1915,1912,-3,6,1918,65,57,45,226,2003,6,2020,2009,-11,0,0,,,,,,
2015,6,3,3,WN,4562,N468WN,MCI,DAL,750,746,-4,11,757,95,79,65,460,902,3,925,905,-20,0,0,,,,,,
2015,4,25,6,HA,19,N590HA,SMF,HNL,845,839,-6,15,854,335,343,313,2462,1107,15,1120,1122,2,0,0,,,,,,
2015,4,22,3,WN,467,N486WN,LAS,DEN,1625,1744,79,10,1754,115,103,86,628,2020,7,1920,2027,67,0,0,,67,0,0,0,0
2015,8,6,4,OO,6203,N962SW,FAT,DEN,750,745,-5,12,757,142,134,113,844,1050,9,1112,1059,-13,0,0,,,,,,
2015,7,1,3,WN,355,N929WN,DCA,DAL,900,857,-3,20,917,190,179,155,1184,1052,4,1110,1056,-14,0,0,,,,,,
2015,12,22,2,EV,6093,N14916,ORD,CRW,2057,2053,-4,12,2105,89,80,66,416,2311,2,2326,2313,-13,0,0,,,,,,
2015,4,22,3,UA,283,N459UA,ATL,ORD,1816,1814,-2,19,1833,127,126,97,606,1910,10,1923,1920,-3,0,0,,,,,,
2015,3,31,2,US,873,N105UW,JFK,CLT,1015,1016,1,14,1030,124,105,80,541,1150,11,1219,1201,-18,0,0,,,,,,
2015,2,23,1,AS,303,N778AS,SFO,SEA,1010,956,-14,20,1016,122,120,96,679,1152,4,1212,1156,-16,0,0,,,,,,
2015,10,26,1,AS,463,N713AS,12892,14747,2115,2056,-19,14,2110,164,165,146,954,2336,5,2359,2341,-18,0,0,,,,,,
2015,12,21,1,AA,224,N3JUAA,LAS,ORD,1530,1530,0,14,1544,219,205,183,1514,2047,8,2109,2055,-14,0,0,,,,,,
2015,7,5,7,WN,4484,N353SW,LAX,SFO,905,929,24,11,940,80,67,51,337,1031,5,1025,1036,11,0,0,,,,,,
2015,6,9,2,OO,5655,N141SY,SFO,AUS,1520,1622,62,28,1650,230,216,184,1504,2154,4,2110,2158,48,0,0,,0,0,0,48,0
2015,5,18,1,WN,223,N223WN,ALB,BWI,1825,2035,130,10,2045,80,84,67,289,2152,7,1945,2159,134,0,0,,94,0,0,40,0
2015,7,12,7,DL,2853,N595NW,MCO,ATL,1940,2000,20,11,2011,106,80,59,404,2110,10,2126,2120,-6,0,0,,,,,,
2015,2,28,6,DL,2436,N3751B,SEA,ANC,1145,1143,-2,9,1152,218,217,206,1448,1418,2,1423,1420,-3,0,0,,,,,,
2015,11,24,2,WN,2073,N345SA,SJC,LAX,2240,2305,25,7,2312,70,66,48,308,2400,11,2350,11,21,0,0,,0,0,0,21,0
2015,5,9,6,WN,2192,N228WN,MDW,STL,820,819,-1,10,829,70,60,46,251,915,4,930,919,-11,0,0,,,,,,
2015,11,22,7,AA,2050,N587UW,ORD,CLT,1205,1220,15,25,1245,120,124,90,599,1515,9,1505,1524,19,0,0,,4,0,15,0,0
2015,12,25,5,DL,1760,N900DE,ATL,GPT,1637,1631,-6,15,1646,84,79,59,352,1645,5,1701,1650,-11,0,0,,,,,,
2015,7,17,5,WN,609,N214WN,CLE,PHX,1935,1931,-4,7,1938,250,249,236,1737,2034,6,2045,2040,-5,0,0,,,,,,
2015,9,5,6,OO,4975,N745SK,ORF,ORD,600,555,-5,16,611,129,120,94,717,645,10,709,655,-14,0,0,,,,,,
2015,7,7,2,DL,2444,N925AT,BGR,DTW,700,655,-5,14,709,136,124,104,750,853,6,916,859,-17,0,0,,,,,,
2015,3,24,2,US,1847,N744P,ATL,PHL,1055,1047,-8,11,1058,116,105,91,666,1229,3,1251,1232,-19,0,0,,,,,,
2015,4,23,4,DL,1184,N955DN,PBI,ATL,815,813,-2,11,824,112,103,85,545,949,7,1007,956,-11,0,0,,,,,,
2015,4,12,7,AA,1010,N575AA,DFW,STL,2155,2152,-3,17,2209,105,94,75,550,2324,2,2340,2326,-14,0,0,,,,,,
2015,4,7,2,B6,1802,N903JB,FLL,JFK,2123,2121,-2,21,2142,167,168,135,1069,2357,12,10,9,-1,0,0,,,,,,
2015,2,23,1,EV,5604,N878AS,ATL,CAE,1505,1502,-3,14,1516,57,54,35,192,1551,5,1602,1556,-6,0,0,,,,,,
2015,9,15,2,MQ,3501,N818MQ,MHK,ORD,1547,1536,-11,14,1550,102,101,70,501,1700,17,1729,1717,-12,0,0,,,,,,
2015,4,11,6,WN,2638,N430WN,STL,LGA,1510,1525,15,8,1533,145,123,108,888,1821,7,1835,1828,-7,0,0,,,,,,
2015,9,17,4,WN,1976,N644SW,SEA,LAS,530,534,4,15,549,145,137,117,867,746,5,755,751,-4,0,0,,,,,,
2015,6,10,3,DL,1948,N919AT,ATL,MSY,1400,1412,12,11,1423,95,78,63,425,1426,4,1435,1430,-5,0,0,,,,,,
2015,2,22,7,MQ,3553,N519MQ,LGA,XNA,1450,1448,-2,25,1513,210,221,191,1147,1724,5,1720,1729,9,0,0,,,,,,
2015,7,28,2,WN,717,N7724A,PVD,BWI,1845,1900,15,7,1907,75,70,54,327,2001,9,2000,2010,10,0,0,,,,,,
2015,8,14,5,AS,520,N564AS,SEA,BUR,1440,1502,22,24,1526,148,158,131,937,1737,3,1708,1740,32,0,0,,10,0,0,12,10
2015,11,16,1,AS,652,N302AS,PDX,DFW,950,1022,32,17,1039,220,240,213,1616,1612,10,1530,1622,52,0,0,,20,0,0,32,0
2015,12,24,4,DL,1103,N6710E,MSP,FLL,1005,1054,49,9,1103,212,213,193,1487,1516,11,1437,1527,50,0,0,,1,0,0,49,0
2015,8,4,2,AA,724,N536UW,MCO,CLT,1530,1522,-8,67,1629,109,153,76,468,1745,10,1719,1755,36,0,0,,36,0,0,0,0
2015,1,6,2,OO,2607,N492SW,SMF,LAX,918,918,0,21,939,91,97,65,373,1044,11,1049,1055,6,0,0,,,,,,
2015,10,30,5,WN,3232,N456WN,11697,11278,1645,1645,0,14,1659,150,147,126,899,1905,7,1915,1912,-3,0,0,,,,,,
2015,4,29,3,WN,3489,N763SW,MCI,LAS,1220,1215,-5,9,1224,180,153,140,1139,1244,4,1320,1248,-32,0,0,,,,,,
2015,10,10,6,DL,2585,N963DN,13485,13487,720,713,-7,20,733,65,69,46,228,819,3,825,822,-3,0,0,,,,,,
2015,11,2,1,WN,1647,N459WN,BHM,HOU,545,545,0,7,552,120,101,89,570,721,5,745,726,-19,0,0,,,,,,
2015,3,30,1,US,1724,N963UW,RDU,PHL,519,514,-5,14,528,75,68,51,337,619,3,634,622,-12,0,0,,,,,,
2015,12,12,6,WN,1897,N939WN,MDW,SLC,1730,,,,,210,,,1259,,,2000,,,0,1,B,,,,,
2015,9,15,2,UA,1569,N12218,BZN,DEN,715,737,22,11,748,101,87,69,524,857,7,856,904,8,0,0,,,,,,
2015,10,21,3,WN,156,N7748A,13232,12191,1625,1624,-1,5,1629,155,147,135,937,1844,7,1900,1851,-9,0,0,,,,,,
2015,10,18,7,EV,4910,N131EV,13487,14683,912,945,33,15,1000,175,154,133,1097,1213,6,1207,1219,12,0,0,,,,,,
2015,2,24,2,EV,5199,N723EV,LGA,JAX,1429,1510,41,13,1523,160,186,169,833,1812,4,1709,1816,67,0,0,,26,0,27,14,0
2015,7,9,4,MQ,3448,N534MQ,ORD,OKC,1700,1700,0,11,1711,135,114,98,693,1849,5,1915,1854,-21,0,0,,,,,,
2015,3,22,7,EV,5059,N837AS,GNV,ATL,1500,1515,15,8,1523,77,80,61,300,1624,11,1617,1635,18,0,0,,3,0,0,15,0
2015,3,29,7,OO,2847,N862AS,LAX,SJC,1755,1817,22,11,1828,74,65,50,308,1918,4,1909,1922,13,0,0,,,,,,
2015,10,24,6,OO,4590,N814SK,11775,13487,1515,1509,-6,11,1520,59,53,35,196,1555,7,1614,1602,-12,0,0,,,,,,
2015,1,14,3,AA,142,N553AA,MKE,DFW,1745,1737,-8,12,1749,165,151,132,853,2001,7,2030,2008,-22,0,0,,,,,,
2015,1,25,7,WN,4725,N934WN,ATL,RIC,1400,1358,-2,23,1421,95,92,65,481,1526,4,1535,1530,-5,0,0,,,,,,
2015,2,7,6,US,686,N193UW,PHX,SFO,1759,1758,-1,13,1811,125,116,97,651,1848,6,1904,1854,-10,0,0,,,,,,
2015,2,5,4,WN,2059,N368SW,LAS,SMF,1830,1855,25,9,1904,90,76,63,397,2007,4,2000,2011,11,0,0,,,,,,
2015,10,1,4,F9,142,N908FR,14747,11292,1925,1916,-9,27,1943,151,162,127,1024,2250,8,2256,2258,2,0,0,,,,,,
2015,5,12,2,EV,6043,N16911,ORD,LAN,1055,1051,-4,21,1112,58,61,37,179,1249,3,1253,1252,-1,0,0,,,,,,
2015,11,5,4,AS,633,N794AS,PHX,SEA,1550,1545,-5,10,1555,180,180,166,1107,1741,4,1750,1745,-5,0,0,,,,,,
2015,11,10,2,VX,415,N634VA,JFK,LAX,2000,2001,1,24,2025,375,370,337,2475,2302,9,2315,2311,-4,0,0,,,,,,
2015,12,31,4,UA,621,,ORF,ORD,950,,,,,150,,,717,,,1120,,,0,1,B,,,,,
2015,4,26,7,DL,2307,N998DL,ATL,SAV,1915,1916,1,11,1927,68,54,39,214,2006,4,2023,2010,-13,0,0,,,,,,
2015,12,30,3,UA,363,N491UA,BOS,IAD,1934,1934,0,8,1942,106,88,75,413,2057,5,2120,2102,-18,0,0,,,,,,
2015,11,18,3,AA,2329,N569AA,DFW,ORD,1820,1919,59,12,1931,147,143,100,802,2111,31,2047,2142,55,0,0,,0,0,54,1,0
2015,4,28,2,WN,3132,N665WN,LAX,SFO,615,612,-3,7,619,85,66,53,337,712,6,740,718,-22,0,0,,,,,,
2015,9,17,4,WN,1621,N956WN,SNA,SJC,2105,2119,14,7,2126,70,65,55,342,2221,3,2215,2224,9,0,0,,,,,,
2015,2,22,7,UA,1246,N36472,DEN,SFO,1729,1736,7,34,1810,166,175,136,967,1926,5,1915,1931,16,0,0,,9,0,7,0,0
2015,8,29,6,DL,692,N936DN,MSP,BZN,1958,1946,-12,15,2001,151,144,125,874,2106,4,2129,2110,-19,0,0,,,,,,
2015,4,3,5,OO,2846,N464SW,SJC,LAX,705,656,-9,20,716,86,87,52,308,808,15,831,823,-8,0,0,,,,,,
2015,11,8,7,UA,1134,N487UA,CLE,ORD,1617,1609,-8,11,1620,87,76,50,316,1610,15,1644,1625,-19,0,0,,,,,,
2015,4,3,5,DL,440,N355NB,JFK,MCO,1300,1257,-3,27,1324,171,160,128,944,1532,5,1551,1537,-14,0,0,,,,,,
2015,2,13,5,UA,1559,N23721,IAH,PHL,1254,1319,25,21,1340,196,191,162,1325,1722,8,1710,1730,20,0,0,,0,0,20,0,0
2015,12,1,2,UA,1940,N26210,AUS,EWR,1037,1035,-2,33,1108,229,222,177,1504,1505,12,1526,1517,-9,0,0,,,,,,
2015,4,29,3,NK,852,N607NK,MYR,DTW,1645,1637,-8,9,1646,118,135,99,636,1825,27,1843,1852,9,0,0,,,,,,
2015,7,11,6,WN,1651,N496WN,SAN,SFO,1945,1941,-4,12,1953,90,81,63,447,2056,6,2115,2102,-13,0,0,,,,,,
2015,1,29,4,OO,5244,N748SK,SFO,JAC,1300,1258,-2,33,1331,127,133,96,737,1607,4,1607,1611,4,0,0,,,,,,
2015,3,24,2,OO,5268,N794SK,COS,DEN,1101,1318,137,16,1334,48,45,20,73,1354,9,1149,1403,134,0,0,,0,0,134,0,0
2015,8,19,3,WN,2437,N917WN,MDW,CMH,1210,1205,-5,11,1216,65,65,46,283,1402,8,1415,1410,-5,0,0,,,,,,
2015,2,12,4,MQ,3170,N827MQ,CMI,ORD,730,817,47,33,850,75,86,43,135,933,10,845,943,58,0,0,,58,0,0,0,0
2015,1,20,2,EV,5429,N981EV,ATL,MLU,1932,1928,-4,22,1950,96,100,75,448,2005,3,2008,2008,0,0,0,,,,,,
2015,9,5,6,DL,1929,N842DN,ATL,SEA,940,938,-2,13,951,321,313,280,2182,1131,20,1201,1151,-10,0,0,,,,,,
2015,4,19,7,AA,1016,N201AA,ORD,MSP,2210,2228,18,15,2243,92,70,52,334,2335,3,2342,2338,-4,0,0,,,,,,
2015,4,6,1,OO,6216,N792SK,SFO,SNA,1040,1038,-2,22,1100,90,94,66,372,1206,6,1210,1212,2,0,0,,,,,,
2015,9,8,2,EV,4106,N16559,EWR,CMH,640,637,-3,15,652,99,94,73,463,805,6,819,811,-8,0,0,,,,,,
2015,1,19,1,US,534,N647AW,IAH,PHX,800,754,-6,18,812,193,203,146,1009,938,39,1013,1017,4,0,0,,,,,,
2015,2,24,2,DL,1345,N933DN,TUS,ATL,715,709,-6,7,716,204,180,168,1541,1204,5,1239,1209,-30,0,0,,,,,,
2015,10,13,2,OO,5508,N143SY,12339,13930,1006,1002,-4,16,1018,71,70,41,177,959,13,1017,1012,-5,0,0,,,,,,
2015,6,27,6,EV,5439,N850AS,FAY,ATL,1659,2014,195,29,2043,84,98,61,331,2144,8,1823,2152,209,0,0,,14,0,164,31,0
2015,12,27,7,WN,2148,N8620H,SNA,SMF,2020,2043,23,7,2050,85,74,63,404,2153,4,2145,2157,12,0,0,,,,,,
2015,12,26,6,AS,62,N792AS,SIT,KTN,1209,1159,-10,20,1219,47,58,34,183,1253,4,1256,1257,1,0,0,,,,,,
2015,2,23,1,OO,5512,N762SK,ICT,LAX,810,827,17,17,844,220,217,186,1203,950,14,950,1004,14,0,0,,,,,,
2015,9,15,2,AS,835,N459AS,SJC,KOA,935,934,-1,19,953,323,310,285,2384,1138,6,1158,1144,-14,0,0,,,,,,
2015,7,3,5,UA,258,N415UA,SFO,MSP,1716,1711,-5,14,1725,229,207,189,1589,2234,4,2305,2238,-27,0,0,,,,,,
2015,3,14,6,B6,23,N923JB,JFK,LAX,635,633,-2,20,653,372,349,317,2475,910,12,947,922,-25,0,0,,,,,,
2015,2,5,4,EV,4740,N15572,GRB,ORD,600,555,-5,26,621,60,67,29,173,650,12,700,702,2,0,0,,,,,,
2015,3,9,1,WN,215,N498WN,OAK,SAN,1030,1029,-1,11,1040,85,87,73,446,1153,3,1155,1156,1,0,0,,,,,,
2015,1,27,2,WN,4899,N632SW,BWI,PBI,835,832,-3,11,843,160,139,123,883,1046,5,1115,1051,-24,0,0,,,,,,
2015,2,2,1,AA,2386,N513AA,DFW,AUS,2240,2251,11,11,2302,51,48,33,190,2335,4,2331,2339,8,0,0,,,,,,
2015,6,14,7,F9,1173,N207FR,IAD,MCO,1740,1734,-6,53,1827,140,160,102,758,2009,5,2000,2014,14,0,0,,,,,,
2015,5,6,3,WN,2610,N204WN,FLL,ATL,1500,1758,178,16,1814,115,116,87,581,1941,13,1655,1954,179,0,0,,1,0,12,166,0
2015,7,24,5,AA,1224,N437AA,MCI,DFW,745,735,-10,12,747,102,93,70,460,857,11,927,908,-19,0,0,,,,,,
2015,8,5,3,AA,983,N3HDAA,MIA,IAD,2020,2013,-7,9,2022,152,135,120,921,2222,6,2252,2228,-24,0,0,,,,,,
2015,9,29,2,EV,4982,N232PQ,FSD,MSP,1305,1300,-5,10,1310,60,49,34,196,1344,5,1405,1349,-16,0,0,,,,,,
2015,4,25,6,OO,4546,N604SK,JAC,SLC,1315,1329,14,10,1339,63,49,34,205,1413,5,1418,1418,0,0,0,,,,,,
2015,5,5,2,WN,2493,N614SW,SMF,SAN,1215,1222,7,9,1231,85,83,71,480,1342,3,1340,1345,5,0,0,,,,,,
2015,12,20,7,WN,3015,N916WN,SLC,DEN,1800,1756,-4,8,1804,85,68,54,391,1858,6,1925,1904,-21,0,0,,,,,,
2015,3,19,4,WN,3142,N799SW,DAL,STL,2125,2204,39,18,2222,95,97,74,546,2336,5,2300,2341,41,0,0,,2,0,10,29,0
2015,6,7,7,MQ,3668,N519MQ,LGA,XNA,1359,1352,-7,28,1420,191,173,142,1147,1542,3,1610,1545,-25,0,0,,,,,,
2015,1,21,3,F9,1293,N951FR,MCO,CVG,1025,1325,180,12,1337,130,127,109,757,1526,6,1235,1532,177,0,0,,0,0,0,177,0
2015,6,2,2,AA,1107,N3JHAA,LGA,DFW,625,618,-7,13,631,238,197,178,1389,829,6,923,835,-48,0,0,,,,,,
2015,5,28,4,DL,1862,N945DL,ATL,MSY,1355,1356,1,78,1514,92,152,69,425,1523,5,1427,1528,61,0,0,,61,0,0,0,0
2015,12,26,6,NK,395,N505NK,PHL,LAS,1935,1934,-1,8,1942,336,299,287,2176,2129,4,2211,2133,-38,0,0,,,,,,
2015,9,21,1,AA,244,N3BCAA,DFW,EWR,1400,1356,-4,22,1418,209,210,171,1372,1809,17,1829,1826,-3,0,0,,,,,,
2015,1,22,4,WN,2352,N477WN,DTW,MDW,1310,1309,-1,6,1315,70,56,44,228,1259,6,1320,1305,-15,0,0,,,,,,
2015,6,21,7,WN,847,N921WN,LAS,BWI,1755,1827,32,8,1835,270,257,240,2106,135,9,125,144,19,0,0,,0,0,2,17,0
2015,4,12,7,DL,2032,N990AT,MSP,JFK,702,848,106,12,900,162,159,127,1029,1207,20,1044,1227,103,0,0,,0,0,103,0,0
2015,9,15,2,OO,4762,N8968E,PSP,SLC,626,616,-10,19,635,104,105,79,541,854,7,910,901,-9,0,0,,,,,,
2015,6,11,4,DL,1112,N918DL,DAB,ATL,600,615,15,9,624,78,76,56,366,720,11,718,731,13,0,0,,,,,,
2015,4,15,3,AA,1377,N858AA,DFW,SFO,1720,1718,-2,36,1754,236,233,193,1464,1907,4,1916,1911,-5,0,0,,,,,,
2015,8,27,4,DL,228,N927DA,MCO,CVG,1310,1432,82,23,1455,126,125,97,757,1632,5,1516,1637,81,0,0,,0,0,4,16,61
2015,5,6,3,WN,3033,N962WN,HOU,BWI,1145,1148,3,12,1200,175,187,171,1246,1551,4,1540,1555,15,0,0,,15,0,0,0,0
2015,9,28,1,WN,887,N633SW,CHS,BWI,1115,1131,16,9,1140,90,92,80,472,1300,3,1245,1303,18,0,0,,2,0,0,16,0
2015,2,17,2,AA,1357,N5EJAA,JFK,SJU,830,1652,502,33,1725,240,238,199,1598,2144,6,1330,2150,500,0,0,,0,0,500,0,0
2015,7,5,7,B6,384,N657JB,MCO,JFK,2025,2256,151,11,2307,158,144,128,944,115,5,2303,120,137,0,0,,0,0,130,7,0
2015,7,12,7,NK,847,N607NK,LGA,ORD,835,822,-13,11,833,150,148,109,733,922,28,1005,950,-15,0,0,,,,,,
2015,9,1,2,UA,387,N421UA,EWR,DFW,1340,1449,69,15,1504,225,199,174,1372,1658,10,1625,1708,43,0,0,,0,0,16,27,0
2015,5,1,5,AA,355,N3LLAA,LGA,ORD,1759,1812,13,21,1833,168,132,104,733,1917,7,1947,1924,-23,0,0,,,,,,
2015,3,10,2,WN,3141,N7742B,MDW,LGA,915,1025,70,18,1043,125,116,88,725,1311,10,1220,1321,61,0,0,,0,0,23,38,0
2015,6,11,4,DL,1471,N3757D,SLC,LAX,1500,1624,84,11,1635,115,98,83,590,1658,4,1555,1702,67,0,0,,0,0,0,67,0
2015,8,18,2,B6,2679,N178JB,BOS,EWR,1905,1943,38,20,2003,85,72,46,200,2049,6,2030,2055,25,0,0,,0,0,2,23,0
2015,1,25,7,EV,5330,N856AS,ABY,ATL,1517,1513,-4,9,1522,57,55,37,145,1559,9,1614,1608,-6,0,0,,,,,,
2015,10,17,6,AA,1631,N467AA,11618,13930,1055,1053,-2,12,1105,143,134,113,719,1158,9,1218,1207,-11,0,0,,,,,,
2015,6,18,4,WN,50,N243WN,DAL,SFO,2010,2044,34,14,2058,220,212,193,1476,2211,5,2150,2216,26,0,0,,0,0,26,0,0
2015,6,19,5,AA,178,N859AA,MCO,LAX,1830,2247,257,16,2303,308,296,271,2218,34,9,2038,43,245,0,0,,0,0,46,199,0
2015,6,5,5,EV,4959,N740EV,BHM,LGA,1625,1618,-7,13,1631,155,134,115,866,1926,6,2000,1932,-28,0,0,,,,,,
2015,12,10,4,F9,1226,N910FR,LAS,MKE,1335,1328,-7,22,1350,200,214,165,1524,1835,27,1855,1902,7,0,0,,,,,,
2015,9,29,2,DL,2276,N6705Y,DTW,ATL,1905,1904,-1,14,1918,120,117,96,594,2054,7,2105,2101,-4,0,0,,,,,,
2015,7,15,3,UA,1621,N45440,ORD,IAH,748,826,38,16,842,157,140,117,925,1039,7,1025,1046,21,0,0,,0,0,21,0,0
2015,2,19,4,MQ,3165,N627MQ,ORD,MQT,1800,1823,23,8,1831,71,66,54,303,2025,4,2011,2029,18,0,0,,0,0,0,7,11
2015,9,29,2,WN,1955,N297WN,SFO,LAS,955,1000,5,6,1006,85,72,63,414,1109,3,1120,1112,-8,0,0,,,,,,
2015,9,15,2,UA,1669,N37273,EWR,DEN,1025,1025,0,16,1041,264,230,207,1605,1208,7,1249,1215,-34,0,0,,,,,,
2015,2,23,1,WN,2496,N935WN,IAD,DEN,1310,1305,-5,8,1313,250,245,228,1452,1501,9,1520,1510,-10,0,0,,,,,,
2015,6,25,4,US,785,N913US,PHX,LAS,2240,2311,31,12,2323,64,57,39,255,2,6,2344,8,24,0,0,,0,0,24,0,0
2015,2,17,2,B6,2379,N192JB,BOS,EWR,910,1039,89,36,1115,84,104,63,200,1218,5,1034,1223,109,0,0,,20,0,7,82,0
2015,3,22,7,WN,145,N8310C,FNT,LAS,1525,1520,-5,6,1526,265,248,237,1733,1623,5,1650,1628,-22,0,0,,,,,,
2015,9,10,4,EV,6115,N11539,ORD,MSN,1746,1813,27,23,1836,54,54,26,108,1902,5,1840,1907,27,0,0,,0,0,0,27,0
2015,11,5,4,WN,2259,N365SW,SFO,SAN,1735,1737,2,11,1748,85,81,67,447,1855,3,1900,1858,-2,0,0,,,,,,
2015,12,17,4,OO,6408,N472CA,SFO,EUG,1311,1321,10,24,1345,105,103,76,451,1501,3,1456,1504,8,0,0,,,,,,
2015,12,4,5,DL,2665,N899AT,BOS,LGA,700,701,1,24,725,79,69,41,184,806,4,819,810,-9,0,0,,,,,,
2015,4,25,6,EV,5323,N740EV,ATW,ATL,1300,1317,17,13,1330,128,124,104,765,1614,7,1608,1621,13,0,0,,,,,,
2015,2,17,2,WN,804,N929WN,STL,PHL,1850,1909,19,6,1915,120,108,98,814,2153,4,2150,2157,7,0,0,,,,,,
2015,6,1,1,DL,1236,N963DL,ATL,PNS,1740,1739,-1,14,1753,77,65,46,271,1739,5,1757,1744,-13,0,0,,,,,,
2015,2,3,2,OO,3468,N224AG,SEA,OMA,1040,1041,1,12,1053,185,167,150,1368,1523,5,1545,1528,-17,0,0,,,,,,
2015,4,23,4,OO,7402,N936SW,ESC,DTW,1345,1338,-7,13,1351,73,85,65,306,1456,7,1458,1503,5,0,0,,,,,,
